"_id","_rev","roomRef","joined","LPG_MQ9_Level","CH4_MQ9_Level","CO_MQ9_Level","CO_MQ135_Level","Alcool_MQ135_Level","CO2_MQ135_Level","Toluen_MQ135_Level","MH4_MQ135_Level","Aceton_MQ135_Level","O3_MQ131_Level","Temperatura_Level","Humidade_Level","QualityAirConcept","CO_MQ9_Level_IQAR","CO_MQ135_Level_IQAR","O3_MQ131_Level_IQAR","CalcHeatIndex","TargetConcept"
"52597907-6b67-4aff-8f2a-04c55f674551","1-0bbc135d439679d3c257138483630afc","Corredor IESB","13/04/24,09:54",0.67,0.61,0.33,0.04,0.03,0.11,0.01,0.25,0.01,3.69,27.1,90,"Boa",0,0,1.6,31.37217766961999,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"5286fb2c-1cf5-45d8-86ef-8f09bc2375cd","1-d101b358e0523d02843eaa3cd1e35ba9","Corredor IESB","09/04/24,14:50",2.46,2.95,1.26,0.48,0.24,0.62,0.09,1.16,0.08,4.42,30.2,79,"Boa",4.444444444444445,0,1.6,37.990627362380195,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"52a4d7f4-fc23-4edb-b8ca-68d415fa9727","1-b34e5e5f31b806807665559c2ab2b694","Corredor IESB","13/04/24,16:13",0.86,0.83,0.43,0.07,0.05,0.15,0.02,0.35,0.01,4,28.9,89,"Boa",0,0,1.6,36.62426888241617,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"52abd3d0-ccaf-417c-be89-8fd6817f5dda","1-02721ca068f42534874bd25a7a00541b","Corredor IESB","13/04/24,11:57",0.8,0.76,0.4,0.07,0.05,0.14,0.02,0.33,0.01,3.7,28,88,"Boa",0,0,1.6,33.55665353147683,"Não encontrado"
"52ad2786-7135-4797-91f3-cea1e0d82bd2","1-fb35e4ecc17f69854149baaba325cf43","Corredor IESB","14/04/24,09:52",1.16,1.18,0.58,0.13,0.08,0.24,0.03,0.51,0.03,3.77,26.2,90,"Boa",4.444444444444445,0,1.6,22.750000000000004,"Não encontrado"
"52b96ce4-f62b-4e89-b16c-2b3b439a6cca","1-ffa131584eb792c2dca4ff7989d765d9","Corredor IESB","14/04/24,15:33",1.29,1.36,0.65,0.16,0.1,0.27,0.03,0.57,0.03,3.72,28.9,84,"Boa",4.444444444444445,0,1.6,35.33289443246319,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"52bea8dd-1df2-4c36-8bae-b8760f93d7d4","1-eb19bfe01c24dba7dd64cea1ee7b4f17","Corredor IESB","15/04/24,04:50",0.22,0.16,0.11,0.01,0.01,0.03,0,0.08,0,3.62,27.1,92,"Boa",0,0,1.6,31.738452936840815,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"52c0ed9d-ffbf-4c49-9241-916d1fdbe1f8","1-d9f7a7c29d9eb5cab8f01c46bba27f5f","Corredor IESB","15/04/24,01:18",0.93,0.91,0.46,0.09,0.06,0.17,0.02,0.39,0.02,3.76,28,89,"Boa",0,0,1.6,33.781069125696234,"Não encontrado"
"52c5b8f1-2780-4467-a599-4e9f235736a8","1-c438b5a7f23946ce6c75be2b078186c4","Corredor IESB","14/04/24,09:26",1.28,1.34,0.64,0.15,0.1,0.27,0.03,0.56,0.03,3.79,26.2,89,"Boa",4.444444444444445,0,1.6,22.703000000000003,"Não encontrado"
"52e48324-0c85-468b-9c57-3c099b66c099","1-6c12f9da20ede6cb71a4e39be7ef5866","Corredor IESB","14/04/24,21:05",1.72,1.91,0.87,0.27,0.15,0.4,0.05,0.79,0.05,3.78,29.3,86,"Boa",4.444444444444445,0,1.6,37.10090236251121,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"52e7dd04-b024-4ee0-bf1d-b8c0b9b28330","1-40a5ccf94f57033be356713efadbaea7","Corredor IESB","14/04/24,13:53",1.25,1.29,0.63,0.15,0.09,0.26,0.03,0.55,0.03,3.73,28,86,"Boa",4.444444444444445,0,1.6,33.11430092837125,"Não encontrado"
"53030132-aaf7-464a-aaf1-a89aac897e67","1-d309fb4ba3ff0288736da809d6cb7969","Corredor IESB","13/04/24,14:53",0.85,0.82,0.42,0.07,0.05,0.16,0.02,0.36,0.02,4,29.3,84,"Boa",0,0,1.6,36.565652331023216,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"530e3430-4193-420b-8c04-53d6b6a31661","1-a983418c99e85fdb70d8490162de2b4e","Corredor IESB","09/04/24,13:27",2.79,3.43,1.43,0.65,0.31,0.77,0.11,1.4,0.1,4.46,29.3,84,"Boa",4.444444444444445,4.444444444444445,1.6,36.565652331023216,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"53126967-10d7-49ec-b6b1-a5a308420435","1-2a8629d59f00b9909b1ddda15599b787","Corredor IESB","14/04/24,03:27",0.2,0.14,0.09,0,0.01,0.02,0,0.06,0,3.56,28,91,"Boa",0,0,1.6,34.23637889946828,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5312e4b8-419d-4a03-b6fd-048f91f91d3b","1-b88a30c38b961aa85f323c4dd9076243","Corredor IESB","13/04/24,19:34",0.24,0.17,0.11,0.01,0.01,0.03,0,0.08,0,3.92,28.5,91,"Boa",0,0,1.6,35.837702381468254,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5314d388-c235-4622-b14c-b2c52183ab64","1-16844b240c61355217ff22240f9d9a28","Laboratorio de neurociencias  e comportamento","12/04/24,17:29",3.1,3.91,1.6,16.52,4.21,8.06,1.92,10.64,1.59,4.72,25.3,67,"Péssima",8.88888888888889,206.85294117647058,2,20.679,"Não encontrado"
"5319534c-065c-4919-9c31-d409379cef51","1-16667ee56e1452f4a44f501b0a5ad711","Corredor IESB","14/04/24,17:20",1.69,1.87,0.85,0.26,0.15,0.39,0.05,0.79,0.05,3.77,29.3,82,"Boa",4.444444444444445,0,1.6,36.07045061187284,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"531ac5f7-0a67-43f5-8375-f19f04141b36","1-4157dd8412e8f5b5146db195bd14d259","Corredor IESB","13/04/24,12:52",0.33,0.26,0.16,0.01,0.01,0.04,0,0.12,0,3.61,28.5,88,"Boa",0,0,1.6,35.079260626976854,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"53295c84-4014-4a03-a7b3-48590d83e8f8","1-0255a6843a358ce538338359fdfc775c","Laboratorio de neurociencias  e comportamento","13/04/24,01:55",2.82,3.47,1.44,8.59,2.48,5.01,1.09,7.06,0.91,4.81,28,74,"Boa",4.444444444444445,40,2,31.213585699067245,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"532ed569-9bac-4fcd-a83e-31c34844ec13","1-a80c2b4cce664b647a8062c49d598bf2","Laboratorio de neurociencias  e comportamento","09/04/24,14:07",4.09,5.47,2.12,100.87,18.17,30.03,9.37,33.16,7.48,3.48,26.2,69,"Péssima",8.88888888888889,400,1.2000000000000002,21.763,"Não encontrado"
"5343c9b0-11d5-4941-9ea8-39e46a577a77","1-87b02d3e5ec52fcb0c01b37162a0c72e","Corredor IESB","13/04/24,20:02",0.25,0.18,0.12,0.01,0.01,0.03,0,0.08,0,3.92,28.5,90,"Boa",0,0,1.6,35.58220585786008,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"53568515-aff0-45eb-8e2d-f2334435028c","1-3e7c67219c67a56df77a72a6a09f1707","Laboratorio de neurociencias  e comportamento","12/04/24,21:16",2.84,3.51,1.46,7.53,2.23,4.55,0.97,6.5,0.81,5.63,27.6,72,"Boa",4.444444444444445,35.55555555555556,2.4000000000000004,30.14007694312481,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"53a26329-6697-403c-9407-d4fa141f7a9a","1-62d93c1727a38d6065dc658a451955a7","Corredor IESB","09/04/24,12:25",3.23,4.1,1.66,0.96,0.42,1.02,0.16,1.79,0.14,4.68,23.4,72,"Boa",8.88888888888889,4.444444444444445,2,18.824,"Não encontrado"
"53ee8545-e7c2-48c6-943c-5defc5a9261e","1-dfec78b6c073e06c3d3598fc9539dfe3","Corredor IESB","13/04/24,22:25",0.27,0.2,0.13,0.01,0.01,0.03,0,0.09,0,3.92,27.6,93,"Boa",0,0,1.6,33.43365843565779,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5401133d-a989-41a3-81ae-e4fec78b821f","1-ff839a619a3e7e3494301cc40886ae5f","Corredor IESB","12/04/24,22:38",1.67,1.84,0.84,0.26,0.15,0.39,0.05,0.78,0.04,3.8,29.8,88,"Boa",4.444444444444445,0,1.6,39.39976871003689,"Não encontrado"
"5405e6bd-cafd-4e49-853a-b629ef207258","1-59b7de24191b25c45ea9bcc0a340b760","Corredor IESB","09/04/24,15:10",2.67,3.26,1.37,0.56,0.27,0.68,0.1,1.26,0.09,4.42,30.1,78,"Boa",4.444444444444445,4.444444444444445,1.6,37.402063487864865,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"541675ca-23d6-4ade-890d-5001e23496c4","1-f0e98f47b5fb7777b4f10a9714ea8205","Corredor IESB","13/04/24,18:23",0.46,0.39,0.23,0.02,0.02,0.07,0.01,0.17,0.01,3.96,28.5,90,"Boa",0,0,1.6,35.58220585786008,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5437d19c-e276-4b56-b578-9d3be2616f67","1-28115011a2ae361e3332243e543ae989","Corredor IESB","13/04/24,01:52",1,1,0.5,0.1,0.07,0.19,0.02,0.43,0.02,3.75,28.9,90,"Boa",4.444444444444445,0,1.6,36.89863923641993,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5454a48d-1d3a-43d3-9bcf-4b73ae9fe0c3","1-47f7df7fec382e412ed8e4b2dfbbace2","Laboratorio de neurociencias  e comportamento","09/04/24,17:09",3.96,5.25,2.05,94.97,17.31,28.75,8.89,31.93,7.11,3.41,26.2,70,"Péssima",8.88888888888889,400,1.2000000000000002,21.810000000000002,"Não encontrado"
"545b85f7-9dbb-49da-8f8c-14a6920f63aa","1-496b88083877480573e1e3f51f39c63d","Corredor IESB","09/04/24,15:04",2.43,2.9,1.24,0.46,0.23,0.6,0.08,1.13,0.07,4.44,30.2,78,"Boa",4.444444444444445,0,1.6,37.699504680284804,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5475fcf8-3bf7-4da2-84d8-03951c8600ea","1-e51777d5aac4bd2f5b1f9b9a671821b8","Laboratorio de neurociencias  e comportamento","13/04/24,03:22",2.87,3.56,1.47,3.23,1.13,2.46,0.46,3.82,0.39,4.78,25.8,73,"Boa",4.444444444444445,13.333333333333334,2,21.511,"Não encontrado"
"54a35a9c-8256-4580-981e-a34b625761b6","1-f33a95280a3d9ec1a649b32717890d01","Corredor IESB","14/04/24,04:38",0.54,0.47,0.27,0.03,0.03,0.09,0.01,0.21,0.01,3.68,28,91,"Boa",0,0,1.6,34.23637889946828,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"54af9afa-d8c0-4286-b502-983180b54653","1-68c4f8e4da1b57579fc6f1c43fc4669d","Corredor IESB","14/04/24,20:29",2.03,2.34,1.03,0.37,0.19,0.51,0.07,0.97,0.06,3.85,29.3,84,"Boa",4.444444444444445,0,1.6,36.565652331023216,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"54bdbbb9-55d6-4f20-aa84-22a391b7c304","1-cb6c2694c187af3f2e931a15a90aded8","Corredor IESB","13/04/24,19:15",0.11,0.07,0.05,0,0,0.01,0,0.03,0,3.86,28.2,91,"Boa",0,0,1.6,34.86735047370823,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"54cd99c3-d334-4284-9b42-36d34f6d93d6","1-cd98e9240b138b17c0facb6d701cec5b","Corredor IESB","13/04/24,20:16",0.22,0.15,0.1,0.01,0.01,0.02,0,0.07,0,3.86,28.9,90,"Boa",0,0,1.6,36.89863923641993,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"54de38d9-7e6f-43b5-9e48-c51d21aa8582","1-913cb52692b35eb09dae33c0918f0b6c","Laboratorio de neurociencias  e comportamento","12/04/24,19:48",2.86,3.55,1.47,3.48,1.2,2.6,0.49,4,0.42,4.87,26.7,71,"Boa",4.444444444444445,13.333333333333334,2,28.430175717980198,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"54f9ba99-1fcb-4009-b2e2-bc1b94356efb","1-787d615f88eeca2e988296e1e6925efd","Corredor IESB","12/04/24,17:56",2.61,3.17,1.34,0.53,0.26,0.67,0.1,1.23,0.08,3.83,30.8,82,"Boa",4.444444444444445,4.444444444444445,1.6,40.90117305117287,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"55008830-2288-45fa-980f-12c26f4758a6","1-84d2971c3ca06a8e0366696abe44e39f","Corredor IESB","14/04/24,03:46",0.39,0.32,0.19,0.02,0.02,0.06,0,0.15,0,3.67,27.6,93,"Boa",0,0,1.6,33.43365843565779,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5509fee4-2b19-40a9-b626-d2dacbe7a44d","1-aa0cbe9abde97bc5187142094a50eeae","Laboratorio de neurociencias  e comportamento","09/04/24,12:39",4,5.31,2.07,48.44,10.05,17.62,4.93,20.92,3.99,3.35,24.5,69,"Péssima",8.88888888888889,388.2941176470588,1.2000000000000002,19.893,"Não encontrado"
"5523f35f-10b1-46d1-82b4-b8c671266820","1-8d1d956f02a387ecec6426aff3db094c","Corredor IESB","13/04/24,01:00",0.39,0.31,0.19,0.02,0.02,0.05,0,0.14,0,3.62,28.9,90,"Boa",0,0,1.6,36.89863923641993,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"552619e9-c2fb-4695-9b53-ba1e439947da","1-372ca4c3bd56a83bab45549f97fa11bf","Corredor IESB","12/04/24,18:40",2.63,3.2,1.35,0.55,0.27,0.68,0.1,1.25,0.09,3.82,30.8,81,"Boa",4.444444444444445,4.444444444444445,1.6,40.55388729382422,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"5526ee28-0dcb-4c15-b02b-b85578b8bfea","1-c97444a8c7aa44ba4fb2f9120d30da5f","Corredor IESB","13/04/24,16:30",0.89,0.87,0.45,0.08,0.06,0.16,0.02,0.37,0.02,4,28.9,89,"Boa",0,0,1.6,36.62426888241617,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"55294411-33c8-40bc-83f1-6bc2301c3919","1-82779108020abb74e92b48c7918a2a21","Laboratorio de neurociencias  e comportamento","12/04/24,22:49",2.55,3.08,1.31,8.71,2.51,5.06,1.1,7.12,0.92,4.91,27.6,73,"Boa",4.444444444444445,40,2,30.25667213615381,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"5531c04a-454a-4a02-b196-b66cf633e569","1-3da479998cbb7bfad59087f26e028d79","Laboratorio de neurociencias  e comportamento","13/04/24,04:16",2.53,3.05,1.29,2.2,0.83,1.86,0.33,3,0.28,4.53,24.8,74,"Boa",4.444444444444445,8.88888888888889,2,20.458,"Não encontrado"
"55609558-7517-4ffa-83ba-214077f236c5","1-5c1be77fa109e4f8f6669cb19d1d08e1","Corredor IESB","15/04/24,05:25",0.53,0.46,0.26,0.03,0.03,0.08,0.01,0.21,0.01,3.63,27.6,92,"Boa",0,0,1.6,33.2222934865408,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"556cee13-f288-48b8-bb7d-05635aebe63b","1-21fbc08943861de960a7f9dbeec7d4d5","Corredor IESB","14/04/24,04:39",0.54,0.47,0.27,0.03,0.03,0.08,0.01,0.21,0.01,3.65,28,91,"Boa",0,0,1.6,34.23637889946828,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"55710a2e-d32f-4dd5-b07e-bf2484d81f11","1-4386a1c13e32ddda4712be3547720ac7","Corredor IESB","12/04/24,21:06",2.78,3.42,1.43,0.61,0.29,0.73,0.11,1.33,0.09,3.84,30.2,83,"Boa",4.444444444444445,4.444444444444445,1.6,39.19946082960584,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5572e3b4-41ea-4353-94fb-71b748983ba5","1-a0c06551c0c1f6438e9ae15402b070ba","Corredor IESB","13/04/24,08:30",0.69,0.64,0.34,0.05,0.04,0.12,0.01,0.28,0.01,3.67,27.1,89,"Boa",0,0,1.6,31.190853480816234,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"5589ab22-7d14-4a33-bd99-ac8d9646ba64","1-3e8e296612687686490db0ad8817aca3","Corredor IESB","13/04/24,23:17",0.22,0.16,0.11,0.01,0.01,0.02,0,0.07,0,3.58,28,92,"Boa",0,0,1.6,34.46727307902088,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"559aedde-3e1b-4a34-9649-d922b3ea14f7","1-c8b030eb551397c1270e8b9d17c5f95d","Corredor IESB","14/04/24,01:33",0.42,0.34,0.2,0.02,0.02,0.06,0.01,0.15,0,3.64,28,91,"Boa",0,0,1.6,34.23637889946828,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"55ba14c4-99a3-4c31-9474-e04bb0d5db45","1-74e4456c91edde8321edaf2b848e79a4","Laboratorio de neurociencias  e comportamento","13/04/24,04:33",2.51,3.02,1.28,2.17,0.82,1.84,0.33,2.97,0.28,4.5,25.3,75,"Boa",4.444444444444445,8.88888888888889,2,21.054999999999996,"Não encontrado"
"55d1c1d5-b300-46e8-93e6-f58b94bdcc4a","1-c3e7999a2968fe6943f39210f8f576d6","Corredor IESB","14/04/24,07:57",1.05,1.05,0.52,0.11,0.07,0.21,0.02,0.45,0.02,3.73,26.2,89,"Boa",4.444444444444445,0,1.6,22.703000000000003,"Não encontrado"
"55d806a9-d9da-4267-a2ce-e5cd52b6a09c","1-65e8b45459202c987270b63c920fce7b","Laboratorio de neurociencias  e comportamento","13/04/24,05:57",2.47,2.96,1.26,2.01,0.77,1.74,0.3,2.84,0.26,4.48,24.8,74,"Boa",4.444444444444445,8.88888888888889,1.6,20.458,"Não encontrado"
"55e26cd9-53e9-48d7-a0a6-bfe9fbe42a5e","1-7f5b9c1f90ab9adfae8a2515339b7b4c","Laboratorio de neurociencias  e comportamento","13/04/24,04:21",2.52,3.04,1.29,2.25,0.84,1.89,0.34,3.05,0.29,4.49,24.8,76,"Boa",4.444444444444445,8.88888888888889,1.6,20.551999999999996,"Não encontrado"
"55e4edf3-267f-400f-b8ae-6e4776c8b8d7","1-92c428ce94ae2168f6f4329201a26445","Laboratorio de neurociencias  e comportamento","12/04/24,15:30",8.15,12.58,4.3,84.82,15.8,26.48,8.05,29.74,6.45,6.19,28.9,72,"Péssima",17.77777777777778,400,2.4000000000000004,32.8760415290248,"Não encontrado"
"55e704a7-9039-45a4-ac44-d6d52f89b9d2","1-3bb1e4fd2491a3f24f1fe516828db08f","Laboratorio de neurociencias  e comportamento","12/04/24,23:19",2.46,2.94,1.25,8.51,2.47,4.98,1.08,7.01,0.9,4.73,28,72,"Boa",4.444444444444445,40,2,30.935699892404784,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"55e72371-b64c-4a35-8598-61f8db3e9dca","1-3c94f057fc577f4b3b5d881a03c8c1f8","Corredor IESB","12/04/24,23:42",0.84,0.8,0.42,0.07,0.05,0.15,0.02,0.34,0.01,3.68,29.8,87,"Boa",0,0,1.6,39.08311051098187,"Não encontrado"
"55f94fcc-4c3b-4206-9e8c-bdb752688c9f","1-7db6c180796fd13cd76352c8e518c2ad","Corredor IESB","13/04/24,16:45",0.37,0.29,0.18,0.01,0.01,0.05,0,0.12,0,3.93,28.9,88,"Boa",0,0,1.6,36.35299701641676,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5617e8cb-5220-4217-b653-55135ffe1917","1-52eccecbadf14c6089a64e3f75c52d43","Corredor IESB","14/04/24,18:32",1.96,2.24,0.99,0.35,0.19,0.49,0.07,0.94,0.06,3.82,29.8,81,"Boa",4.444444444444445,0,1.6,37.33170399622429,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"561e48ed-5788-49bb-84ff-d5b3c5465102","1-6e8956fecd5a1082b5c3e114fe13c51f","Corredor IESB","14/04/24,04:09",0.44,0.37,0.22,0.02,0.02,0.07,0.01,0.17,0.01,3.66,28,92,"Boa",0,0,1.6,34.46727307902088,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"56267cb2-3037-48c1-b082-1b3b76b28aeb","1-c798fd0f7aa58c6875301e952798996b","Corredor IESB","14/04/24,20:49",1.72,1.91,0.87,0.27,0.15,0.4,0.05,0.8,0.05,3.77,29.3,85,"Boa",4.444444444444445,0,1.6,36.81852130772502,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"562a08e0-6ada-4100-809b-636f4c228536","1-92999e3ce9ec007619f15ec59d9395cd","Corredor IESB","14/04/24,06:39",1.12,1.13,0.56,0.12,0.08,0.22,0.03,0.48,0.02,3.77,26.2,89,"Boa",4.444444444444445,0,1.6,22.703000000000003,"Não encontrado"
"562cae3e-5b6c-4ba1-a6c0-bd05717b20a9","1-42fdbf3d87bcdcd1fdbdecc1ce5b6ee7","Laboratorio de neurociencias  e comportamento","09/04/24,12:19",7.12,10.68,3.74,4.65,1.51,3.21,0.63,4.8,0.54,5.76,28.5,75,"Boa",17.77777777777778,22.22222222222222,2.4000000000000004,32.491670657065086,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"563318ef-37cd-469a-b518-2c4b6043dcf2","1-4c946e5cf86454ba076b9eb4dcc8edaa","Corredor IESB","14/04/24,15:45",1.71,1.9,0.87,0.26,0.15,0.39,0.05,0.78,0.05,3.78,28.9,82,"Boa",4.444444444444445,0,1.6,34.8924340685128,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"563e5c6a-d67f-4a30-a441-abc1218ed47d","1-295d4c2e3acebe6237b26ae98d73e81b","Laboratorio de neurociencias  e comportamento","12/04/24,20:46",2.95,3.67,1.51,5.88,1.83,3.8,0.78,5.56,0.66,5.3,26.7,71,"Boa",8.88888888888889,26.666666666666668,2,28.430175717980198,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"563fc1e2-b18f-442b-8861-6218220ee1ac","1-3716c165321f343a082ea87fcf607c9f","Corredor IESB","14/04/24,11:15",0.76,0.71,0.38,0.06,0.05,0.14,0.01,0.32,0.01,3.71,26.2,92,"Boa",0,0,1.6,22.844,"Não encontrado"
"56498c90-c750-4248-95ed-3a26aca58ec6","1-e678eb0fc7759804268634f094d194a2","Corredor IESB","14/04/24,01:03",0.28,0.21,0.13,0.01,0.01,0.03,0,0.09,0,3.59,28,91,"Boa",0,0,1.6,34.23637889946828,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"564c6cc5-3b80-4c7a-b438-b21ca86f2e9a","1-7756530a942beb703cb3bf464c865972","Laboratorio de neurociencias  e comportamento","12/04/24,17:37",3.08,3.87,1.58,16.65,4.24,8.11,1.94,10.7,1.6,4.68,25.3,67,"Péssima",8.88888888888889,206.85294117647058,2,20.679,"Não encontrado"
"56587dea-ffbe-451f-8792-d945d485a181","1-00243aaafd55e6bf4d788a6ea6bf184c","Laboratorio de neurociencias  e comportamento","12/04/24,23:24",2.45,2.93,1.25,8.56,2.48,5,1.08,7.04,0.91,4.69,28,72,"Boa",4.444444444444445,40,2,30.935699892404784,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"565c5862-b82e-49f1-a3aa-e12899682319","1-69860d4f61fd93367850d442593803f1","Corredor IESB","12/04/24,22:24",1.87,2.12,0.95,0.29,0.16,0.43,0.06,0.85,0.05,3.78,29.8,88,"Boa",4.444444444444445,0,1.6,39.39976871003689,"Não encontrado"
"5665c2ab-33d6-4ad7-a3a8-3f0afc6a6901","1-551341068f0df20999df3eab22905050","Laboratorio de neurociencias  e comportamento","12/04/24,19:18",2.61,3.17,1.34,5.07,1.62,3.41,0.68,5.07,0.58,4.57,26.7,73,"Boa",4.444444444444445,22.22222222222222,2,28.570837662473775,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"56823d98-1184-4139-9aaf-8e6352432322","1-20c165ec2abddae9559aebc3dd4aefba","Corredor IESB","14/04/24,13:56",1.27,1.33,0.64,0.16,0.1,0.28,0.03,0.58,0.03,3.77,28,86,"Boa",4.444444444444445,0,1.6,33.11430092837125,"Não encontrado"
"56839688-fd03-4f69-96c7-871028349621","1-1e9ac0a714132a6474a59980da374b33","Corredor IESB","14/04/24,23:03",0.76,0.72,0.38,0.06,0.05,0.14,0.01,0.31,0.01,3.67,28.5,89,"Boa",0,0,1.6,35.329391939696286,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5689f2fa-0a85-4371-9f34-45109f73288d","1-58ee380ce24ac80816c5338d2742736f","Corredor IESB","13/04/24,23:22",0.24,0.17,0.11,0.01,0.01,0.03,0,0.08,0,3.6,28,92,"Boa",0,0,1.6,34.46727307902088,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"56c14631-f175-485e-97d5-8cf4d5d525c8","1-2d97a3a91df33f0f4db92e0085ff06ec","Corredor IESB","14/04/24,12:27",0.97,0.95,0.48,0.09,0.06,0.19,0.02,0.41,0.02,3.72,27.1,90,"Boa",0,0,1.6,31.37217766961999,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"56cbd6d2-b344-438c-99a6-829fcef9e27f","1-f142607e4703c58fa117010a922f0db2","Corredor IESB","13/04/24,16:17",0.93,0.9,0.46,0.09,0.06,0.18,0.02,0.39,0.02,4.02,28.9,89,"Boa",0,0,1.6,36.62426888241617,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
